ACCESSION	IRIS_ID	SUBPOPULATION	COUNTRY
ARC 14663::IRGC 41671-2	IRIS_313-11270	aro	India
SULUS BALOK::IRGC 73862-1	IRIS_313-11906	trop	Indonesia
KURULUTUDU::IRGC 36304-1	IRIS_313-8925	ind2	Sri Lanka
M 142::IRGC 35054-1	IRIS_313-11171	aus	India
AMBOHIMANDAY::IRGC 68330-1	IRIS_313-11754	admix	Madagascar
ARC 7091::IRGC 20491-1	IRIS_313-8498	aro	India
BENGKA KERSEK::IRGC 28666-1	IRIS_313-11043	ind3	Malaysia
GODADANI::IRGC 60944-1	IRIS_313-11598	admix	India
CX423	CX423	ind1B	
NEANG SAATH K 45::IRGC 23109-2	IRIS_313-10912	ind3	Cambodia
SAKAZELE (538)::IRGC 50880-1	IRIS_313-11436	trop	Cote d'Ivoire
GANDAMANA::IRGC 17593-2	IRIS_313-10770	trop	Indonesia
WUYUGENG 20	CX350	temp	
DELLMONT::GERVEX 1647-C1	IRIS_313-8180	trop	
DJ 47::IRGC 8497-1	IRIS_313-10593	aus	Bangladesh
CHENNONG 265	CX14	temp	
BLUEBONNET::IRGC 1799-1	IRIS_313-8960	trop	United States of America
MUANG TAY::IRGC 98382-1	IRIS_313-12299	subtrop	Lao People's Democratic Republic
YELICANGHUA	B161	temp	
NELI::IRGC 66603-1	IRIS_313-8713	ind3	Indonesia
MAE HANG::IRGC 81615-2	IRIS_313-12049	ind3	Lao People's Democratic Republic
SELN 244A6-20	B021	indx	
CHANDINA::IRGC 36420-1	IRIS_313-9917	ind1B	Sri Lanka
TINAROH::IRGC 73874-1	IRIS_313-11907	trop	Indonesia
PENDEK LAYUNG::IRGC 43542-2	IRIS_313-11315	ind3	Indonesia
MUKKALA BAZAL::IRGC 77279-1	IRIS_313-8930	ind1B	Bangladesh
A 2-257::IRGC 68342-1	IRIS_313-11755	trop	Liberia
RANI BHOG::IRGC 35109-1	IRIS_313-11172	aus	India
KOYRA::IRGC 77267-1	IRIS_313-8283	aus	Bangladesh
BUKU::IRGC 28683-2	IRIS_313-11044	trop	Malaysia
JUGRAY::IRGC 60960-1	IRIS_313-11599	ind2	India
CX424	CX424	ind1B	
ARC 13257::IRGC 22608-1	IRIS_313-10895	subtrop	India
CAMPECHE A 79::IRGC 51102-1	IRIS_313-11437	ind1B	Mexico
053A-3	CX351	temp	
GOGO RAJAPAN::IRGC 17666-2	IRIS_313-10771	trop	Indonesia
RONCOLO::GERVEX 124-C1	IRIS_313-8048	japx	
NIPPONBARE	CX140	temp	
DJ 29::IRGC 8505-1	IRIS_313-10594	aus	Bangladesh
SKY BONNET::IRGC 66759-1	IRIS_313-8976	trop	United States of America
BAIGEDAO	B162	temp	
NGAM KON DAM::IRGC 98486-1	IRIS_313-12300	indx	Lao People's Democratic Republic
HAWM TOONG::IRGC 48007-1	IRIS_313-8722	ind3	Thailand
GAOLIQIU	B023	temp	
SHAN KAUK HNYIN::IRGC 81656-1	IRIS_313-12050	indx	Myanmar
IRI 339::IRGC 46956-1	IRIS_313-9922	ind1B	Korea, Republic of
RANTAT::IRGC 43563-1	IRIS_313-11316	ind3	Indonesia
DUAN SHEN ZI::IRGC 73962-1	IRIS_313-11908	temp	China
PATISAIL::IRGC 37562-1	IRIS_313-8932	ind3	Bangladesh
SADA AUS::IRGC 35117-1	IRIS_313-11173	aus	India
BENGALI VAKAHANA 1448::IRGC 68370-1	IRIS_313-11756	trop	Madagascar
AUS 439::IRGC 29221-1	IRIS_313-8641	aus	Bangladesh
ENGKABANG::IRGC 28694-2	IRIS_313-11045	trop	Malaysia
KOTODESHI::IRGC 60982-1	IRIS_313-11600	ind2	India
CX425	CX425	ind1B	
PHAT PRORMOL::IRGC 23143-1	IRIS_313-10913	ind3	Cambodia
ZACATEPEC A 79::IRGC 51116-1	IRIS_313-11438	indx	Mexico
GOJOT::IRGC 17669-1	IRIS_313-10772	ind3	Indonesia
BD007	CX352	trop	
HARRA::GERVEX 501-C1	IRIS_313-8075	temp	
DL 5::IRGC 8593-1	IRIS_313-10595	aus	Bangladesh
PADI SIAM KUNING	CX141	ind3	
SERIBU::IRGC 71615-1	IRIS_313-8987	indx	Malaysia
LG 10178::IRGC 98526-1	IRIS_313-12301	indx	Lao People's Democratic Republic
LIUSHIZAO	B163	ind1A	
PULUT BARAYA::IRGC 27393-1	IRIS_313-8725	ind3	Indonesia
TINOLDO MARANGRAS::IRGC 81758-1	IRIS_313-12051	trop	Philippines
XIANLUOSICHI	B024	ind1A	
KN 1 B 361-1-8-6-9::IRGC 46974-1	IRIS_313-9924	indx	Korea, Republic of
HONG MI JIU GONG JI::IRGC 74031-1	IRIS_313-11909	ind1A	China
SI RANTING::IRGC 43645-2	IRIS_313-11317	ind3	Indonesia
ARC 18061::IRGC 47650-1	IRIS_313-8935	indx	India
BORIZINA 640::IRGC 68382-1	IRIS_313-11757	ind3	Madagascar
CEMPO CINA::IRGC 35581-2	IRIS_313-11182	ind3	Indonesia
JAMBALI::IRGC 73101-1	IRIS_313-9449	aus	Pakistan
PILIT TAPUL::IRGC 26887-1	IRIS_313-10992	trop	Philippines
TAN NONG::IRGC 56126-1	IRIS_313-11521	indx	Viet Nam
CX426	CX426	ind1B	
PHCAR SLA KI::IRGC 23169-2	IRIS_313-10915	ind3	Cambodia
MERLE::GERVEX 1685-C1	IRIS_313-8215	indx	
CAU1	CX353	japx	
HAWARA DJEDAH::IRGC 17728-1	IRIS_313-10773	trop	Indonesia
CENTURY PATNA::GERVEX 477-C1	IRIS_313-8072	trop	
AI YEH LU	CX142	japx	
DD 126::IRGC 8667-1	IRIS_313-10598	aus	Bangladesh
LAYANDABU::IRGC 25214-1	IRIS_313-9129	trop	Indonesia
QINGKE	B164	aus	
LG 4153::IRGC 98528-1	IRIS_313-12302	ind3	Lao People's Democratic Republic
T 315::IRGC 54792-1	IRIS_313-8727	ind2	India
DJANDA MANDJA	B025	trop	
ADUKKAN::IRGC 81783-1	IRIS_313-12052	indx	India
MILYANG 30::IRGC 46977-1	IRIS_313-9925	ind1B	Korea, Republic of
TUBU::IRGC 43677-2	IRIS_313-11318	ind3	Indonesia
YU HE HONG::IRGC 74266-1	IRIS_313-11910	indx	China
FU ZAO XIAN::IRGC 63619-1	IRIS_313-8940	ind1A	China
KETAN LEMBAYUNGAN::IRGC 35745-2	IRIS_313-11183	trop	Indonesia
BAHN DAENG::IRGC 65771-1	IRIS_313-11704	ind3	Thailand
BEGUM::IRGC 33990-1	IRIS_313-9641	aus	India
LALANGIT::IRGC 28715-1	IRIS_313-11046	trop	Malaysia
MALCHI::IRGC 61004-1	IRIS_313-11602	aus	India
CX427	CX427	temp	
SRAU SLAP::IRGC 23267-2	IRIS_313-10916	temp	Cambodia
NIRA PRIETO::IRGC 51145-1	IRIS_313-11439	trop	Cuba
HEGAR MANAH::IRGC 17733-1	IRIS_313-10774	indx	Indonesia
CAU2	CX354	japx	
DREW::GERVEX 1650-C1	IRIS_313-8183	trop	
ADT 12::IRGC 6254-1	IRIS_313-10527	ind2	India
KHASAR	CX143	aro	
ARC 11359::IRGC 21348-1	IRIS_313-9176	japx	India
LG 9274::IRGC 98715-1	IRIS_313-12303	indx	Lao People's Democratic Republic
HAOHUANGLA	B165	indx	
NOLOS::IRGC 77285-1	IRIS_313-8733	ind2	Bangladesh
FACAGRO 406::IRGC 82049-1	IRIS_313-12053	indx	Burundi
PADI LADANG ASE POLO KOMEK	B026	indx	
TOURBE::IRGC 47066-1	IRIS_313-9926	indx	Chad
YUN NAN ZHAN::IRGC 74272-1	IRIS_313-11911	ind1A	China
KENCANA RANDAH::IRGC 43709-2	IRIS_313-11319	ind3	Indonesia
ARC 11524::IRGC 42672-1	IRIS_313-8946	indx	India
FOFFI::IRGC 68438-1	IRIS_313-11758	ind2	Cote d'Ivoire
PAIZ AMBARBU::IRGC 36179-1	IRIS_313-11189	admix	Union of Soviet Socialist Republics (Former)
SOLAY GHAT::IRGC 73121-1	IRIS_313-9695	aus	Pakistan
AUS 84::IRGC 28947-2	IRIS_313-11047	aus	Bangladesh
PANDRI PAREWA::IRGC 61030-1	IRIS_313-11603	aus	India
CX428	CX428	temp	
T Q QI HAYUQBABA::IRGC 23318-1	IRIS_313-10917	indx	Philippines
NALA::IRGC 51247-1	IRIS_313-11441	trop	Philippines
YUNLU 102	CX355	trop	
INDEL::IRGC 17748-2	IRIS_313-10775	indx	Indonesia
GIGANTE VERCELLI::GERVEX 1408-C1	IRIS_313-8154	japx	
HTA7204	CX144	indx	
UCP 41::IRGC 8742-1	IRIS_313-10600	aus	Bangladesh
KORR::IRGC 30751-1	IRIS_313-9297	trop	Liberia
JIANGHUADAO	B166	temp	
PA KHENG KHAW::IRGC 98779-1	IRIS_313-12305	ind3	Lao People's Democratic Republic
HNANWA::IRGC 33118-1	IRIS_313-8751	ind3	Myanmar
C 894-21	B027	ind3	
HUA 24::IRGC 82127-1	IRIS_313-12054	temp	China
SITHAIYAN KOTTAI SAMBA::IRGC 50155-1	IRIS_313-9936	ind2	Sri Lanka
MAYAS PUTIH::IRGC 43727-2	IRIS_313-11320	ind3	Indonesia
ESCONDE CACHO::IRGC 74305-1	IRIS_313-11912	ind3	Brazil
BUCAYAB::IRGC 44357-1	IRIS_313-8948	ind3	Philippines
RANRUWAN::IRGC 36360-1	IRIS_313-11191	aus	Sri Lanka
K 2 C 45::IRGC 68552-1	IRIS_313-11759	trop	Cote d'Ivoire
AVO	IRIS_313-8288	indx	Madagascar
AUS 171::IRGC 29004-1	IRIS_313-11048	aus	Bangladesh
SUGARKAND::IRGC 61059-1	IRIS_313-11604	aus	India
CX429	CX429	temp	
T Q QI QINYUHAYUHA::IRGC 23342-1	IRIS_313-10918	trop	Philippines
ARC 18502::IRGC 51749-2	IRIS_313-11442	indx	India
KABADOKA::IRGC 17775-2	IRIS_313-10776	trop	Indonesia
YANDAO 8	CX356	temp	
LUSITO IRRADIADO 859-85-2::GERVEX 1676-C1	IRIS_313-8208	temp	
DM 49::IRGC 8775-1	IRIS_313-10602	aus	Bangladesh
MINGHUI 63	CX145	indx	
IMPROVED BLUE ROSE::IRGC 5022-1	IRIS_313-9366	japx	United States of America
POU::IRGC 98968-1	IRIS_313-12307	subtrop	Lao People's Democratic Republic
QINGJINZAOSHENG	B167	temp	
SIDIK::IRGC 66643-1	IRIS_313-8767	ind3	Indonesia
LAL MOTI::IRGC 82168-1	IRIS_313-12055	aus	Bangladesh
IR 10179-23-1-3	B028	indx	
TIKAL 3::IRGC 50649-1	IRIS_313-9940	ind1B	Guatemala
BUAGKOG::IRGC 74318-1	IRIS_313-11913	trop	Philippines
GANDHISAIL::IRGC 43826-2	IRIS_313-11321	ind2	Bangladesh
RADEN KARAMUNTING::IRGC 20098-1	IRIS_313-8956	ind3	Indonesia
MENAHARA 505::IRGC 68709-1	IRIS_313-11760	ind2	Madagascar
SLO 19::IRGC 35157-1	IRIS_313-11174	aus	India
CARREON	IRIS_313-8292	ind3	Philippines
AUS 219::IRGC 29031-1	IRIS_313-11049	aus	Bangladesh
BOKDEL::IRGC 61085-1	IRIS_313-11606	ind2	India
CX561	CX561	ind1B	
PINIDWA QAN QIPUGO PINGKITAN::IRGC 23359-1	IRIS_313-10919	trop	Philippines
ARC 18533::IRGC 51756-1	IRIS_313-11443	indx	India
PSBRC80	CX357	ind1B	
KAMAS::IRGC 17785-1	IRIS_313-10777	ind3	Indonesia
FRAGANCE::GERVEX 1651-C1	IRIS_313-8184	admix	
CO43	CX146	indx	
UCP 122::IRGC 8794-1	IRIS_313-10603	aus	Bangladesh
PULUTAN::IRGC 71596-1	IRIS_313-9375	trop	Malaysia
ZHUYUAN	B168	temp	
KHIE TOM::IRGC 95601-1	IRIS_313-12263	ind3	Lao People's Democratic Republic
TAPANG::IRGC 13361-1	IRIS_313-8781	ind3	Malaysia
DUMAI	B029	ind1B	
AI JIAO ZI::IRGC 82255-1	IRIS_313-12057	indx	China
BAMOA A 75::IRGC 51101-1	IRIS_313-9953	indx	Mexico
JASURE AUS::IRGC 43860-1	IRIS_313-11322	aus	Bangladesh
IR 19058-107-1::IRGC 72997-1	IRIS_313-11887	ind1B	Philippines
BAM 9::IRGC 6179-1	IRIS_313-8957	ind2	India
BKN 7130-1017-2::IRGC 36531-2	IRIS_313-11192	ind3	Thailand
NS 199::IRGC 68864-1	IRIS_313-11761	ind2	Cote d'Ivoire
SD 120 SELN (CI 12320)::IRGC 1667-1	IRIS_313-8745	trop	Haiti
AUS 233::IRGC 29036-1	IRIS_313-11050	aus	Bangladesh
MANARE (PHOM)::IRGC 61437-1	IRIS_313-11615	ind3	Guinea
CX578	CX578	temp	
PINIDWA QAN QIPUGO QELEK::IRGC 23360-1	IRIS_313-10920	trop	Philippines
NCS 102::IRGC 51854-1	IRIS_313-11445	ind2	India
KENTJANA MAHANG::IRGC 17818-1	IRIS_313-10778	ind3	Indonesia
PSBRC82	CX358	ind1B	
AUGUSTO::GERVEX 1643-C1	IRIS_313-8177	japx	
DV 2::IRGC 8806-1	IRIS_313-10604	aus	Bangladesh
SEBERANG	CX147	indx	
KINANDANG BUSIKSIK::IRGC 74607-1	IRIS_313-9389	trop	Philippines
SAM SI::IRGC 99020-1	IRIS_313-12308	ind3	Lao People's Democratic Republic
AILUYU	B169	temp	
LEUANG AWN::IRGC 48257-1	IRIS_313-8785	ind3	Thailand
KUL REUSEI::IRGC 82308-1	IRIS_313-12058	ind3	Cambodia
JAIBATTEY	B030	indx	
CICA 9::IRGC 53079-1	IRIS_313-9966	ind1B	Colombia
IB 11::IRGC 74420-2	IRIS_313-11914	ind2	Burundi
JHORA::IRGC 43862-1	IRIS_313-11323	aus	Bangladesh
ARC 12576::IRGC 22163-1	IRIS_313-8967	indx	India
NS 1515::IRGC 68947-1	IRIS_313-11762	ind2	Madagascar
GAHB AWY 2-1::IRGC 36549-2	IRIS_313-11193	ind3	Thailand
ARANG	IRIS_313-8791	ind3	Indonesia
AUS 242::IRGC 29040-1	IRIS_313-11051	aus	Bangladesh
UPRH 31::IRGC 61503-1	IRIS_313-11616	admix	India
CX579	CX579	admix	
KHAO PHAE HOM::IRGC 23518-2	IRIS_313-10921	indx	Lao People's Democratic Republic
NAPDAI::IRGC 52009-1	IRIS_313-11446	ind2	India
YUNLU 103	CX359	trop	
KERAN DUKUH::IRGC 17822-2	IRIS_313-10779	ind3	Indonesia
ARIANA::GERVEX 396-C1	IRIS_313-8069	indx	
SRI RAJA	CX148	ind3	
DV 86::IRGC 8840-1	IRIS_313-10605	aus	Bangladesh
INGSA BELANAK::IRGC 43402-1	IRIS_313-9405	trop	Indonesia
HONGSE 90	B170	temp	
SANPATONG NYAY::IRGC 99050-1	IRIS_313-12309	ind3	Lao People's Democratic Republic
KHAO THI RATE::IRGC 58041-1	IRIS_313-8793	ind3	Myanmar
NGATSIN	B031	ind2	
LIANG GUANG::IRGC 78551-1	IRIS_313-11986	ind1A	China
KULA KARUPPAN::IRGC 55328-1	IRIS_313-9968	indx	Sri Lanka
KALABOKRI::IRGC 43872-1	IRIS_313-11324	aus	Bangladesh
IB 95::IRGC 74677-1	IRIS_313-11915	trop	Ghana
KALU ILANKALAYAN::IRGC 36270-1	IRIS_313-8968	ind2	Sri Lanka
KHAO PAH 8-5-38::IRGC 36587-1	IRIS_313-11194	ind3	Thailand
PJ 110::IRGC 68981-1	IRIS_313-11763	indx	Cameroon
BPI 76 NON SENSITIVE (GREEN)::IRGC 9790-1	IRIS_313-8903	ind3	Philippines
AUS 278::IRGC 29068-1	IRIS_313-11052	aus	Bangladesh
UPRH 33::IRGC 61505-1	IRIS_313-11617	aus	India
R 258::IRGC 23702-2	IRIS_313-10922	subtrop	Lao People's Democratic Republic
TUNAGANNAPNANG::IRGC 52046-1	IRIS_313-11447	indx	India
KETAN LALER::IRGC 17897-1	IRIS_313-10780	trop	Indonesia
Y075	CX360	ind1B	
CHIPKA::GERVEX 837-C1	IRIS_313-8112	temp	
DV 110::IRGC 8855-1	IRIS_313-10606	aus	Bangladesh
KARNAL LOCAL	CX149	aro	
AGUYOD::IRGC 67423-1	IRIS_313-9423	trop	Philippines
TAM::IRGC 99161-1	IRIS_313-12311	subtrop	Lao People's Democratic Republic
LINGUO	B171	temp	
KATUNG::IRGC 71536-1	IRIS_313-8811	ind3	Malaysia
LIGEN 2::IRGC 82398-1	IRIS_313-12059	temp	China
ROHINI	B032	ind1B	
RACE PERUMAL::IRGC 55347-1	IRIS_313-9970	ind2	Sri Lanka
MUDALIGA WEE::IRGC 74706-1	IRIS_313-11916	ind2	Sri Lanka
ARC 14737::IRGC 41729-2	IRIS_313-11271	ind2	India
E DAW HAWM::IRGC 47938-1	IRIS_313-8980	ind3	Thailand
P 41::IRGC 68987-1	IRIS_313-11764	ind3	Liberia
KHAW KAR 13::IRGC 36711-1	IRIS_313-11195	subtrop	Myanmar
DA 11::IRGC 6046-1	IRIS_313-9606	ind2	Bangladesh
AUS 282::IRGC 29072-1	IRIS_313-11053	aus	Bangladesh
UPRH 58::IRGC 61525-1	IRIS_313-11618	aus	India
ARC 13276::IRGC 22622-2	IRIS_313-10896	admix	India
BARAMANJ::IRGC 52067-1	IRIS_313-11448	ind2	India
G341	CX361	ind1B	
KETAN MLANTING::IRGC 17916-1	IRIS_313-10781	trop	Indonesia
FAMILIA 181::GERVEX 901-C1	IRIS_313-8115	japx	
Y134	CX15	ind1B	
T 21::IRGC 8892-1	IRIS_313-10608	aus	India
B 505 A 1-28-7-1-2::IRGC 6741-1	IRIS_313-9452	trop	United States of America
TJANTAJAN	B173	admix	
TA SENG::IRGC 99176-1	IRIS_313-12312	subtrop	Lao People's Democratic Republic
KETAN KUNANG KUNENG::IRGC 48730-1	IRIS_313-8831	ind3	Indonesia
BW 293-2	B033	ind1B	
LIJIAN 942::IRGC 82399-1	IRIS_313-12060	japx	China
SSANGDUJO::IRGC 55632-1	IRIS_313-9976	ind1A	Korea, Republic of
BLM 70::IRGC 43989-1	IRIS_313-11325	indx	Philippines
BUTNAPAR::IRGC 74734-1	IRIS_313-11917	aus	India
ARC 18112::IRGC 42274-1	IRIS_313-8982	indx	India
DICULA::IRGC 36729-2	IRIS_313-11196	ind3	Philippines
P 335::IRGC 69001-1	IRIS_313-11765	aro	Liberia
NS 252::IRGC 68878-1	IRIS_313-10030	ind2	Madagascar
AUS 295::IRGC 29083-1	IRIS_313-11054	aus	Bangladesh
UPRH 166::IRGC 61615-1	IRIS_313-11619	aus	India
CHABLI CHABOL GLANG::IRGC 23706-1	IRIS_313-10923	subtrop	Thailand
PRECOZ 2 F A::GERVEX 1182-C1	IRIS_313-8128	temp	
KETAN NARIS::IRGC 17925-2	IRIS_313-10782	ind3	Indonesia
YZX1	CX362	ind1B	
ANSEATICO::GERVEX 67-C1	IRIS_313-8027	japx	
MATHOLUWA::IRGC 8901-1	IRIS_313-10609	indx	Sri Lanka
CHOROFA	CX150	ind1B	
BLUE BELLE::IRGC 51125-1	IRIS_313-9491	trop	United States of America
LAI HIN::IRGC 99305-1	IRIS_313-12313	subtrop	Lao People's Democratic Republic
BRC 25-146-2-1	B176	indx	
SIMET 2::IRGC 25734-1	IRIS_313-8833	ind3	Indonesia
YUNLEN 13::IRGC 82402-1	IRIS_313-12061	temp	China
ALBANIA RICE	B034	temp	
SOM DIGUIME::IRGC 56751-1	IRIS_313-9986	indx	Guinea-Bissau
DILBAKSH::IRGC 74738-1	IRIS_313-11918	ind2	India
BR 51-115-4::IRGC 43999-1	IRIS_313-11326	indx	Bangladesh
KHAO' HAWM::IRGC 78257-1	IRIS_313-8985	ind3	Thailand
TSIMIAKABIJA::IRGC 69074-1	IRIS_313-11766	admix	Madagascar
K 17-9-1-1::IRGC 36778-1	IRIS_313-11197	indx	India
KELIRENY::IRGC 78426-1	IRIS_313-10102	ind2	Madagascar
AUS 299::IRGC 29087-1	IRIS_313-11055	aus	Bangladesh
UPRH 197::IRGC 61641-1	IRIS_313-11620	aus	India
ATH HAGARI JARAHAN PADDY::IRGC 23796-1	IRIS_313-10924	indx	Nepal
KODIA PHUL::IRGC 52168-1	IRIS_313-11449	indx	India
YZX2	CX363	indx	
KETAN OSOG::IRGC 17929-1	IRIS_313-10783	trop	Indonesia
SR 113::GERVEX 553-C1	IRIS_313-8096	temp	
AZUCENA	CX151	trop	
ALAGUSAMBA::IRGC 8944-2	IRIS_313-10610	ind2	Sri Lanka
DAGPA BARA::IRGC 64887-1	IRIS_313-9529	subtrop	Bhutan
KELUODUO B	B179	temp	
PSBRC 18::IRGC 99639-1	IRIS_313-12319	ind1B	Philippines
KHAO PLAH LAI NAK::IRGC 65941-1	IRIS_313-8870	ind3	Thailand
AMERICAN RICE	B035	indx	
XIENG KANG::IRGC 82533-1	IRIS_313-12063	subtrop	Lao People's Democratic Republic
MELEKE::IRGC 56823-1	IRIS_313-9989	ind3	Cote d'Ivoire
JAO' HAWN MAE JAN::IRGC 44022-2	IRIS_313-11327	ind3	Thailand
LAKHA KUAR::IRGC 74760-1	IRIS_313-11919	ind2	India
ARC 10754::IRGC 12603-1	IRIS_313-8986	indx	India
K 78-13::IRGC 36794-2	IRIS_313-11198	temp	India
VARY LAVA DE BOLOGNE::IRGC 69101-1	IRIS_313-11767	admix	Madagascar
CO 39	IRIS_313-8265	indx	India
LANNAB::IRGC 26936-2	IRIS_313-10993	trop	Philippines
UPRH 265::IRGC 61689-1	IRIS_313-11621	indx	India
KAMULI::IRGC 23928-1	IRIS_313-10925	aus	Nepal
KALISAL::IRGC 52324-1	IRIS_313-11451	aro	India
KETAN SAPI::IRGC 17954-2	IRIS_313-10784	trop	Indonesia
42686	CX364	ind1B	
L 205::GERVEX 1659-C1	IRIS_313-8192	trop	
HAM MOON::IRGC 9135-2	IRIS_313-10614	indx	Hong Kong
CISADANE	CX152	ind1B	
TEXAS PATNA 49::IRGC 6077-1	IRIS_313-9539	temp	United States of America
LG 10344::IRGC 99789-1	IRIS_313-12321	subtrop	Lao People's Democratic Republic
P1790-5-1M-4-5M-1B-3M-B	B180	indx	
AGAI 1::IRGC 24532-1	IRIS_313-8922	ind2	Indonesia
YERI BUTUKA::IRGC 82591-1	IRIS_313-12065	admix	Nigeria
JIJUCAS CLARO	B036	japx	
SUWEON 311::IRGC 61890-1	IRIS_313-10000	ind1B	Korea, Republic of
GI TAH::IRGC 74883-1	IRIS_313-11920	indx	Thailand
PADI BURIH::IRGC 44081-1	IRIS_313-11328	trop	Malaysia
BANIKAT::IRGC 67720-1	IRIS_313-8988	ind2	India
DAWK PUD KHAO::IRGC 65808-1	IRIS_313-11705	ind3	Thailand
SYNTHETIC SATIVA::IRGC 36842-2	IRIS_313-11199	indx	India
LARHA MUGAD::IRGC 52339-1	IRIS_313-8568	ind2	India
AUS 301::IRGC 29089-1	IRIS_313-11056	aus	Bangladesh
JUAN YE LAI::IRGC 61825-1	IRIS_313-11622	ind1A	China
RAM SALEE KATAKA::IRGC 24014-1	IRIS_313-10926	aro	Nepal
LOCAL BHAT::IRGC 52343-1	IRIS_313-11452	aus	India
COMPACT PLANT TYPE MATERIAL	CX365	admix	
KETAN SLAWI::IRGC 17963-1	IRIS_313-10785	trop	Indonesia
SANDOCA::GERVEX 1262-C1	IRIS_313-8139	japx	
JALMAGNA	CX153	ind2	
SIDALI::IRGC 9567-1	IRIS_313-10623	aus	Nepal
VEGOLD::IRGC 7756-1	IRIS_313-9550	trop	United States of America
71011	B181	ind1A	
VOK::IRGC 99831-1	IRIS_313-12322	subtrop	Lao People's Democratic Republic
IE MATA CICEM::IRGC 66562-1	IRIS_313-8978	ind3	Indonesia
NANOAY P.A	B037	trop	
MARAMAY::IRGC 82628-1	IRIS_313-12066	ind3	Philippines
C 662083::IRGC 62101-1	IRIS_313-10001	ind1B	Taiwan
PADI JALAI BELA::IRGC 44084-1	IRIS_313-11329	trop	Malaysia
KHAO GAHB BUA::IRGC 74937-1	IRIS_313-11921	ind3	Thailand
ARC 14064::IRGC 41377-1	IRIS_313-8994	indx	India
BR 52-87-1::IRGC 36849-2	IRIS_313-11200	ind1B	India
ROJON'NY NTAOLO::IRGC 69410-1	IRIS_313-11772	ind2	Madagascar
IR 2071-586-5-6-3::IRGC 39291-1	IRIS_313-9044	ind1B	Philippines
AUS 308::IRGC 29096-1	IRIS_313-11057	aus	Bangladesh
KAO SONG HAI::IRGC 61827-1	IRIS_313-11623	subtrop	China
SUGA PANKHA::IRGC 24054-1	IRIS_313-10927	aus	Nepal
ZINYA KOLAMBA::IRGC 52402-1	IRIS_313-11453	ind2	India
KETAN URANG::IRGC 17980-1	IRIS_313-10786	ind3	Indonesia
GANWANXIAN 37 (926)	CX366	indx	
BLUE BONNET::GERVEX 669-C1	IRIS_313-8102	trop	
O. SATIVA::IRGC 10164-2	IRIS_313-10628	ind2	India
KHAO DAWK MALI 105	CX154	ind3	
SIFARASI::IRGC 66644-1	IRIS_313-9691	trop	Indonesia
BAN KEO::IRGC 99953-1	IRIS_313-12323	subtrop	Lao People's Democratic Republic
CHIMAO	B182	temp	
TJERE SUGI::IRGC 16650-1	IRIS_313-9005	ind3	Indonesia
531::IRGC 82643-1	IRIS_313-12067	indx	Philippines
NABATED A SMAR	B038	temp	
GARURA::IRGC 64111-1	IRIS_313-10007	indx	Nepal
KHAO' NAN::IRGC 74981-1	IRIS_313-11922	subtrop	Thailand
ALAMINOS::IRGC 44268-2	IRIS_313-11330	ind3	Philippines
SRAU SENG::IRGC 30290-1	IRIS_313-8996	ind3	Viet Nam
AUS 78-125::IRGC 69464-1	IRIS_313-11773	ind3	Gambia
CHING HSI 15::IRGC 36852-1	IRIS_313-11201	temp	China
KAAKARAN::IRGC 27138-1	IRIS_313-9314	indx	Indonesia
AUS 329::IRGC 29116-1	IRIS_313-11058	aus	Bangladesh
ANADI WHITE::IRGC 61897-1	IRIS_313-11624	ind1A	Nepal
KHAO' SIM::IRGC 24094-1	IRIS_313-10928	ind3	Thailand
BARI SUTAR::IRGC 52410-1	IRIS_313-11454	aus	India
HAOGELAO	CX367	trop	
SUDU KARAYAL::IRGC 15348-1	IRIS_313-10715	ind2	Sri Lanka
LOMELLINO::GERVEX 83-C1	IRIS_313-8033	temp	
MADHUKAR	CX155	ind2	
SHINCHIKU IKU 97::IRGC 10429-1	IRIS_313-10631	temp	Taiwan
VARY MALADY::IRGC 69911-1	IRIS_313-9745	trop	Madagascar
QINGNUO KYOHATAMOCHI	B183	temp	
BER YA::IRGC 99970-1	IRIS_313-12324	subtrop	Lao People's Democratic Republic
PATNAI 31-675::IRGC 38145-1	IRIS_313-9049	ind2	Bangladesh
IRAT 10	B039	indx	
PULUT KETAN::IRGC 82674-2	IRIS_313-12068	trop	Indonesia
LALKA (LAL DHAN)::IRGC 64946-1	IRIS_313-10010	ind2	Fiji
AMPIPIT::IRGC 44272-2	IRIS_313-11331	ind3	Philippines
KHAO' NGAW::IRGC 74985-1	IRIS_313-11923	subtrop	Thailand
LONG KHI KRAI::IRGC 64490-1	IRIS_313-9006	ind3	Thailand
SONA AUS::IRGC 35160-1	IRIS_313-11175	aus	India
KHAO' NOK 4::IRGC 65932-1	IRIS_313-11706	ind3	Thailand
ARC 5840::IRGC 12144-1	IRIS_313-9424	indx	India
AUS 344::IRGC 29131-1	IRIS_313-11059	aus	Bangladesh
HOLDIGANTHI::IRGC 61105-1	IRIS_313-11607	ind2	India
KOLONGI BAO::IRGC 24135-2	IRIS_313-10929	ind2	India
CIPPI::IRGC 52415-1	IRIS_313-11455	aus	India
KWATIK PUTIH::IRGC 18053-1	IRIS_313-10787	ind3	Indonesia
N22	CX368	aus	
PLOVDIV 22::GERVEX 1167-C1	IRIS_313-8125	temp	
SR 26 B::IRGC 10803-2	IRIS_313-10640	ind2	India
MR84	CX156	indx	
